received 50.0 MiB in 109s
received 100.0 MiB in 180s
received 150.0 MiB in 255s
received 200.2 MiB in 312s
received 250.2 MiB in 365s
received 300.0 MiB in 455s
received 350.2 MiB in 497s
received 400.1 MiB in 549s
received 450.0 MiB in 674s
received 500.0 MiB in 764s
received 550.2 MiB in 792s
received 600.0 MiB in 840s
received 650.1 MiB in 880s
received 700.0 MiB in 944s
received 750.0 MiB in 999s
received 800.2 MiB in 1084s
received 850.1 MiB in 1152s
received 900.0 MiB in 1253s
received 950.1 MiB in 1367s
[sudo] password for pi: 
2088763392 bytes (2.1 GB, 1.9 GiB) copied, 547 s, 3.8 MB/s
2092957696 bytes (2.1 GB, 1.9 GiB) copied, 547 s, 3.8 MB/s
2097152000 bytes (2.1 GB, 2.0 GiB) copied, 548 s, 3.8 MB/s
2101346304 bytes (2.1 GB, 2.0 GiB) copied, 548 s, 3.8 MB/s
2105540608 bytes (2.1 GB, 2.0 GiB) copied, 549 s, 3.8 MB/s
2109734912 bytes (2.1 GB, 2.0 GiB) copied, 549 s, 3.8 MB/s
2113929216 bytes (2.1 GB, 2.0 GiB) copied, 550 s, 3.8 MB/s
2118123520 bytes (2.1 GB, 2.0 GiB) copied, 551 s, 3.8 MB/s
2122317824 bytes (2.1 GB, 2.0 GiB) copied, 551 s, 3.9 MB/s
2126512128 bytes (2.1 GB, 2.0 GiB) copied, 554 s, 3.8 MB/s
2130706432 bytes (2.1 GB, 2.0 GiB) copied, 561 s, 3.8 MB/s
2134900736 bytes (2.1 GB, 2.0 GiB) copied, 566 s, 3.8 MB/s
2139095040 bytes (2.1 GB, 2.0 GiB) copied, 571 s, 3.7 MB/s
2143289344 bytes (2.1 GB, 2.0 GiB) copied, 576 s, 3.7 MB/s
2147483648 bytes (2.1 GB, 2.0 GiB) copied, 581 s, 3.7 MB/s
2151677952 bytes (2.2 GB, 2.0 GiB) copied, 585 s, 3.7 MB/s
2155872256 bytes (2.2 GB, 2.0 GiB) copied, 585 s, 3.7 MB/s
2160066560 bytes (2.2 GB, 2.0 GiB) copied, 585 s, 3.7 MB/s
2164260864 bytes (2.2 GB, 2.0 GiB) copied, 585 s, 3.7 MB/s
2168455168 bytes (2.2 GB, 2.0 GiB) copied, 586 s, 3.7 MB/s
2172649472 bytes (2.2 GB, 2.0 GiB) copied, 586 s, 3.7 MB/s
2176843776 bytes (2.2 GB, 2.0 GiB) copied, 586 s, 3.7 MB/s
2181038080 bytes (2.2 GB, 2.0 GiB) copied, 587 s, 3.7 MB/s
2185232384 bytes (2.2 GB, 2.0 GiB) copied, 587 s, 3.7 MB/s
2189426688 bytes (2.2 GB, 2.0 GiB) copied, 587 s, 3.7 MB/s
2193620992 bytes (2.2 GB, 2.0 GiB) copied, 588 s, 3.7 MB/s
2197815296 bytes (2.2 GB, 2.0 GiB) copied, 588 s, 3.7 MB/s
2202009600 bytes (2.2 GB, 2.1 GiB) copied, 588 s, 3.7 MB/s
2206203904 bytes (2.2 GB, 2.1 GiB) copied, 589 s, 3.7 MB/s
2210398208 bytes (2.2 GB, 2.1 GiB) copied, 589 s, 3.8 MB/s
2214592512 bytes (2.2 GB, 2.1 GiB) copied, 589 s, 3.8 MB/s
2218786816 bytes (2.2 GB, 2.1 GiB) copied, 590 s, 3.8 MB/s
2222981120 bytes (2.2 GB, 2.1 GiB) copied, 590 s, 3.8 MB/s
2227175424 bytes (2.2 GB, 2.1 GiB) copied, 594 s, 3.7 MB/s
2231369728 bytes (2.2 GB, 2.1 GiB) copied, 599 s, 3.7 MB/s
2235564032 bytes (2.2 GB, 2.1 GiB) copied, 605 s, 3.7 MB/s
2239758336 bytes (2.2 GB, 2.1 GiB) copied, 614 s, 3.7 MB/s
2243952640 bytes (2.2 GB, 2.1 GiB) copied, 618 s, 3.6 MB/s
2248146944 bytes (2.2 GB, 2.1 GiB) copied, 624 s, 3.6 MB/s
2252341248 bytes (2.3 GB, 2.1 GiB) copied, 630 s, 3.6 MB/s
2256535552 bytes (2.3 GB, 2.1 GiB) copied, 633 s, 3.6 MB/s
2260729856 bytes (2.3 GB, 2.1 GiB) copied, 634 s, 3.6 MB/s
2264924160 bytes (2.3 GB, 2.1 GiB) copied, 634 s, 3.6 MB/s
2269118464 bytes (2.3 GB, 2.1 GiB) copied, 636 s, 3.6 MB/s
2273312768 bytes (2.3 GB, 2.1 GiB) copied, 636 s, 3.6 MB/s
2277507072 bytes (2.3 GB, 2.1 GiB) copied, 637 s, 3.6 MB/s
2281701376 bytes (2.3 GB, 2.1 GiB) copied, 638 s, 3.6 MB/s
2285895680 bytes (2.3 GB, 2.1 GiB) copied, 638 s, 3.6 MB/s
2290089984 bytes (2.3 GB, 2.1 GiB) copied, 639 s, 3.6 MB/s
2294284288 bytes (2.3 GB, 2.1 GiB) copied, 639 s, 3.6 MB/s
2298478592 bytes (2.3 GB, 2.1 GiB) copied, 640 s, 3.6 MB/s
2302672896 bytes (2.3 GB, 2.1 GiB) copied, 640 s, 3.6 MB/s
2306867200 bytes (2.3 GB, 2.1 GiB) copied, 641 s, 3.6 MB/s
2311061504 bytes (2.3 GB, 2.2 GiB) copied, 641 s, 3.6 MB/s
2315255808 bytes (2.3 GB, 2.2 GiB) copied, 642 s, 3.6 MB/s
2319450112 bytes (2.3 GB, 2.2 GiB) copied, 642 s, 3.6 MB/s
2323644416 bytes (2.3 GB, 2.2 GiB) copied, 642 s, 3.6 MB/s
2327838720 bytes (2.3 GB, 2.2 GiB) copied, 645 s, 3.6 MB/s
2332033024 bytes (2.3 GB, 2.2 GiB) copied, 649 s, 3.6 MB/s
2336227328 bytes (2.3 GB, 2.2 GiB) copied, 655 s, 3.6 MB/s
2340421632 bytes (2.3 GB, 2.2 GiB) copied, 661 s, 3.5 MB/s
2344615936 bytes (2.3 GB, 2.2 GiB) copied, 667 s, 3.5 MB/s
2348810240 bytes (2.3 GB, 2.2 GiB) copied, 672 s, 3.5 MB/s
2353004544 bytes (2.4 GB, 2.2 GiB) copied, 674 s, 3.5 MB/s
2357198848 bytes (2.4 GB, 2.2 GiB) copied, 674 s, 3.5 MB/s
2361393152 bytes (2.4 GB, 2.2 GiB) copied, 675 s, 3.5 MB/s
2365587456 bytes (2.4 GB, 2.2 GiB) copied, 675 s, 3.5 MB/s
2369781760 bytes (2.4 GB, 2.2 GiB) copied, 676 s, 3.5 MB/s
2373976064 bytes (2.4 GB, 2.2 GiB) copied, 676 s, 3.5 MB/s
2378170368 bytes (2.4 GB, 2.2 GiB) copied, 677 s, 3.5 MB/s
2382364672 bytes (2.4 GB, 2.2 GiB) copied, 677 s, 3.5 MB/s
2386558976 bytes (2.4 GB, 2.2 GiB) copied, 678 s, 3.5 MB/s
2390753280 bytes (2.4 GB, 2.2 GiB) copied, 679 s, 3.5 MB/s
2394947584 bytes (2.4 GB, 2.2 GiB) copied, 679 s, 3.5 MB/s
2399141888 bytes (2.4 GB, 2.2 GiB) copied, 680 s, 3.5 MB/s
2403336192 bytes (2.4 GB, 2.2 GiB) copied, 680 s, 3.5 MB/s
2407530496 bytes (2.4 GB, 2.2 GiB) copied, 681 s, 3.5 MB/s
2411724800 bytes (2.4 GB, 2.2 GiB) copied, 681 s, 3.5 MB/s
2415919104 bytes (2.4 GB, 2.2 GiB) copied, 682 s, 3.5 MB/s
2420113408 bytes (2.4 GB, 2.3 GiB) copied, 682 s, 3.5 MB/s
2424307712 bytes (2.4 GB, 2.3 GiB) copied, 683 s, 3.6 MB/s
2428502016 bytes (2.4 GB, 2.3 GiB) copied, 686 s, 3.5 MB/s
2432696320 bytes (2.4 GB, 2.3 GiB) copied, 687 s, 3.5 MB/s
2436890624 bytes (2.4 GB, 2.3 GiB) copied, 691 s, 3.5 MB/s
2441084928 bytes (2.4 GB, 2.3 GiB) copied, 692 s, 3.5 MB/s
2445279232 bytes (2.4 GB, 2.3 GiB) copied, 696 s, 3.5 MB/s
2449473536 bytes (2.4 GB, 2.3 GiB) copied, 700 s, 3.5 MB/s
2453667840 bytes (2.5 GB, 2.3 GiB) copied, 705 s, 3.5 MB/s
2457862144 bytes (2.5 GB, 2.3 GiB) copied, 708 s, 3.5 MB/s
2462056448 bytes (2.5 GB, 2.3 GiB) copied, 708 s, 3.5 MB/s
2466250752 bytes (2.5 GB, 2.3 GiB) copied, 709 s, 3.5 MB/s
2470445056 bytes (2.5 GB, 2.3 GiB) copied, 709 s, 3.5 MB/s
2474639360 bytes (2.5 GB, 2.3 GiB) copied, 709 s, 3.5 MB/s
2478833664 bytes (2.5 GB, 2.3 GiB) copied, 711 s, 3.5 MB/s
2483027968 bytes (2.5 GB, 2.3 GiB) copied, 711 s, 3.5 MB/s
2487222272 bytes (2.5 GB, 2.3 GiB) copied, 711 s, 3.5 MB/s
2491416576 bytes (2.5 GB, 2.3 GiB) copied, 712 s, 3.5 MB/s
2495610880 bytes (2.5 GB, 2.3 GiB) copied, 712 s, 3.5 MB/s
2499805184 bytes (2.5 GB, 2.3 GiB) copied, 713 s, 3.5 MB/s
2503999488 bytes (2.5 GB, 2.3 GiB) copied, 714 s, 3.5 MB/s
2508193792 bytes (2.5 GB, 2.3 GiB) copied, 714 s, 3.5 MB/s
2512388096 bytes (2.5 GB, 2.3 GiB) copied, 714 s, 3.5 MB/s
2516582400 bytes (2.5 GB, 2.3 GiB) copied, 715 s, 3.5 MB/s
2520776704 bytes (2.5 GB, 2.3 GiB) copied, 715 s, 3.5 MB/s
2524971008 bytes (2.5 GB, 2.4 GiB) copied, 716 s, 3.5 MB/s
2529165312 bytes (2.5 GB, 2.4 GiB) copied, 722 s, 3.5 MB/s
2533359616 bytes (2.5 GB, 2.4 GiB) copied, 726 s, 3.5 MB/s
2537553920 bytes (2.5 GB, 2.4 GiB) copied, 731 s, 3.5 MB/s
2541748224 bytes (2.5 GB, 2.4 GiB) copied, 734 s, 3.5 MB/s
2545942528 bytes (2.5 GB, 2.4 GiB) copied, 737 s, 3.5 MB/s
2550136832 bytes (2.6 GB, 2.4 GiB) copied, 737 s, 3.5 MB/s
2554331136 bytes (2.6 GB, 2.4 GiB) copied, 739 s, 3.5 MB/s
2558525440 bytes (2.6 GB, 2.4 GiB) copied, 740 s, 3.5 MB/s
2562719744 bytes (2.6 GB, 2.4 GiB) copied, 742 s, 3.5 MB/s
2566914048 bytes (2.6 GB, 2.4 GiB) copied, 742 s, 3.5 MB/s
2571108352 bytes (2.6 GB, 2.4 GiB) copied, 742 s, 3.5 MB/s
2575302656 bytes (2.6 GB, 2.4 GiB) copied, 742 s, 3.5 MB/s
2579496960 bytes (2.6 GB, 2.4 GiB) copied, 743 s, 3.5 MB/s
2583691264 bytes (2.6 GB, 2.4 GiB) copied, 744 s, 3.5 MB/s
2587885568 bytes (2.6 GB, 2.4 GiB) copied, 745 s, 3.5 MB/s
2592079872 bytes (2.6 GB, 2.4 GiB) copied, 745 s, 3.5 MB/s
2596274176 bytes (2.6 GB, 2.4 GiB) copied, 746 s, 3.5 MB/s
2600468480 bytes (2.6 GB, 2.4 GiB) copied, 746 s, 3.5 MB/s
2604662784 bytes (2.6 GB, 2.4 GiB) copied, 747 s, 3.5 MB/s
2608857088 bytes (2.6 GB, 2.4 GiB) copied, 748 s, 3.5 MB/s
2613051392 bytes (2.6 GB, 2.4 GiB) copied, 749 s, 3.5 MB/s
2617245696 bytes (2.6 GB, 2.4 GiB) copied, 751 s, 3.5 MB/s
2621440000 bytes (2.6 GB, 2.4 GiB) copied, 752 s, 3.5 MB/s
2625634304 bytes (2.6 GB, 2.4 GiB) copied, 752 s, 3.5 MB/s
2629828608 bytes (2.6 GB, 2.4 GiB) copied, 752 s, 3.5 MB/s
2634022912 bytes (2.6 GB, 2.5 GiB) copied, 752 s, 3.5 MB/s
2638217216 bytes (2.6 GB, 2.5 GiB) copied, 754 s, 3.5 MB/s
2642411520 bytes (2.6 GB, 2.5 GiB) copied, 759 s, 3.5 MB/s
2646605824 bytes (2.6 GB, 2.5 GiB) copied, 764 s, 3.5 MB/s
2650800128 bytes (2.7 GB, 2.5 GiB) copied, 770 s, 3.4 MB/s
2654994432 bytes (2.7 GB, 2.5 GiB) copied, 778 s, 3.4 MB/s
2659188736 bytes (2.7 GB, 2.5 GiB) copied, 782 s, 3.4 MB/s
2663383040 bytes (2.7 GB, 2.5 GiB) copied, 783 s, 3.4 MB/s
2667577344 bytes (2.7 GB, 2.5 GiB) copied, 784 s, 3.4 MB/s
2671771648 bytes (2.7 GB, 2.5 GiB) copied, 785 s, 3.4 MB/s
2675965952 bytes (2.7 GB, 2.5 GiB) copied, 786 s, 3.4 MB/s
2680160256 bytes (2.7 GB, 2.5 GiB) copied, 787 s, 3.4 MB/s
2684354560 bytes (2.7 GB, 2.5 GiB) copied, 788 s, 3.4 MB/s
2688548864 bytes (2.7 GB, 2.5 GiB) copied, 789 s, 3.4 MB/s
2692743168 bytes (2.7 GB, 2.5 GiB) copied, 790 s, 3.4 MB/s
2696937472 bytes (2.7 GB, 2.5 GiB) copied, 791 s, 3.4 MB/s
2701131776 bytes (2.7 GB, 2.5 GiB) copied, 792 s, 3.4 MB/s
2705326080 bytes (2.7 GB, 2.5 GiB) copied, 792 s, 3.4 MB/s
2709520384 bytes (2.7 GB, 2.5 GiB) copied, 793 s, 3.4 MB/s
2713714688 bytes (2.7 GB, 2.5 GiB) copied, 794 s, 3.4 MB/s
2717908992 bytes (2.7 GB, 2.5 GiB) copied, 794 s, 3.4 MB/s
2722103296 bytes (2.7 GB, 2.5 GiB) copied, 795 s, 3.4 MB/s
2726297600 bytes (2.7 GB, 2.5 GiB) copied, 796 s, 3.4 MB/s
2730491904 bytes (2.7 GB, 2.5 GiB) copied, 800 s, 3.4 MB/s
2734686208 bytes (2.7 GB, 2.5 GiB) copied, 805 s, 3.4 MB/s
2738880512 bytes (2.7 GB, 2.6 GiB) copied, 811 s, 3.4 MB/s
2743074816 bytes (2.7 GB, 2.6 GiB) copied, 817 s, 3.4 MB/s
2747269120 bytes (2.7 GB, 2.6 GiB) copied, 823 s, 3.3 MB/s
2751463424 bytes (2.8 GB, 2.6 GiB) copied, 828 s, 3.3 MB/s
2755657728 bytes (2.8 GB, 2.6 GiB) copied, 834 s, 3.3 MB/s
2759852032 bytes (2.8 GB, 2.6 GiB) copied, 838 s, 3.3 MB/s
2764046336 bytes (2.8 GB, 2.6 GiB) copied, 839 s, 3.3 MB/s
2768240640 bytes (2.8 GB, 2.6 GiB) copied, 840 s, 3.3 MB/s
2772434944 bytes (2.8 GB, 2.6 GiB) copied, 841 s, 3.3 MB/s
2776629248 bytes (2.8 GB, 2.6 GiB) copied, 842 s, 3.3 MB/s
2780823552 bytes (2.8 GB, 2.6 GiB) copied, 843 s, 3.3 MB/s
2785017856 bytes (2.8 GB, 2.6 GiB) copied, 847 s, 3.3 MB/s
2789212160 bytes (2.8 GB, 2.6 GiB) copied, 848 s, 3.3 MB/s
2793406464 bytes (2.8 GB, 2.6 GiB) copied, 849 s, 3.3 MB/s
2797600768 bytes (2.8 GB, 2.6 GiB) copied, 850 s, 3.3 MB/s
2801795072 bytes (2.8 GB, 2.6 GiB) copied, 851 s, 3.3 MB/s
2805989376 bytes (2.8 GB, 2.6 GiB) copied, 853 s, 3.3 MB/s
2810183680 bytes (2.8 GB, 2.6 GiB) copied, 854 s, 3.3 MB/s
2814377984 bytes (2.8 GB, 2.6 GiB) copied, 856 s, 3.3 MB/s
2818572288 bytes (2.8 GB, 2.6 GiB) copied, 857 s, 3.3 MB/s
2822766592 bytes (2.8 GB, 2.6 GiB) copied, 857 s, 3.3 MB/s
2826960896 bytes (2.8 GB, 2.6 GiB) copied, 858 s, 3.3 MB/s
2831155200 bytes (2.8 GB, 2.6 GiB) copied, 862 s, 3.3 MB/s
2835349504 bytes (2.8 GB, 2.6 GiB) copied, 866 s, 3.3 MB/s
2839543808 bytes (2.8 GB, 2.6 GiB) copied, 873 s, 3.3 MB/s
2843738112 bytes (2.8 GB, 2.6 GiB) copied, 880 s, 3.2 MB/s
2847932416 bytes (2.8 GB, 2.7 GiB) copied, 885 s, 3.2 MB/s
2852126720 bytes (2.9 GB, 2.7 GiB) copied, 891 s, 3.2 MB/s
2856321024 bytes (2.9 GB, 2.7 GiB) copied, 896 s, 3.2 MB/s
2860515328 bytes (2.9 GB, 2.7 GiB) copied, 899 s, 3.2 MB/s
2864709632 bytes (2.9 GB, 2.7 GiB) copied, 899 s, 3.2 MB/s
2868903936 bytes (2.9 GB, 2.7 GiB) copied, 900 s, 3.2 MB/s
2873098240 bytes (2.9 GB, 2.7 GiB) copied, 901 s, 3.2 MB/s
2877292544 bytes (2.9 GB, 2.7 GiB) copied, 901 s, 3.2 MB/s
2881486848 bytes (2.9 GB, 2.7 GiB) copied, 902 s, 3.2 MB/s
2885681152 bytes (2.9 GB, 2.7 GiB) copied, 903 s, 3.2 MB/s
2889875456 bytes (2.9 GB, 2.7 GiB) copied, 904 s, 3.2 MB/s
2894069760 bytes (2.9 GB, 2.7 GiB) copied, 905 s, 3.2 MB/s
2898264064 bytes (2.9 GB, 2.7 GiB) copied, 905 s, 3.2 MB/s
2902458368 bytes (2.9 GB, 2.7 GiB) copied, 906 s, 3.2 MB/s
2906652672 bytes (2.9 GB, 2.7 GiB) copied, 906 s, 3.2 MB/s
2910846976 bytes (2.9 GB, 2.7 GiB) copied, 907 s, 3.2 MB/s
2915041280 bytes (2.9 GB, 2.7 GiB) copied, 907 s, 3.2 MB/s
2919235584 bytes (2.9 GB, 2.7 GiB) copied, 908 s, 3.2 MB/s
2923429888 bytes (2.9 GB, 2.7 GiB) copied, 909 s, 3.2 MB/s
2927624192 bytes (2.9 GB, 2.7 GiB) copied, 909 s, 3.2 MB/s
2931818496 bytes (2.9 GB, 2.7 GiB) copied, 914 s, 3.2 MB/s
2936012800 bytes (2.9 GB, 2.7 GiB) copied, 919 s, 3.2 MB/s
2940207104 bytes (2.9 GB, 2.7 GiB) copied, 926 s, 3.2 MB/s
2944401408 bytes (2.9 GB, 2.7 GiB) copied, 933 s, 3.2 MB/s
2948595712 bytes (2.9 GB, 2.7 GiB) copied, 938 s, 3.1 MB/s
2952790016 bytes (3.0 GB, 2.8 GiB) copied, 944 s, 3.1 MB/s
2956984320 bytes (3.0 GB, 2.8 GiB) copied, 951 s, 3.1 MB/s
2961178624 bytes (3.0 GB, 2.8 GiB) copied, 953 s, 3.1 MB/s
2965372928 bytes (3.0 GB, 2.8 GiB) copied, 954 s, 3.1 MB/s
2969567232 bytes (3.0 GB, 2.8 GiB) copied, 954 s, 3.1 MB/s
2973761536 bytes (3.0 GB, 2.8 GiB) copied, 955 s, 3.1 MB/s
2977955840 bytes (3.0 GB, 2.8 GiB) copied, 956 s, 3.1 MB/s
2982150144 bytes (3.0 GB, 2.8 GiB) copied, 957 s, 3.1 MB/s
2986344448 bytes (3.0 GB, 2.8 GiB) copied, 958 s, 3.1 MB/s
2990538752 bytes (3.0 GB, 2.8 GiB) copied, 959 s, 3.1 MB/s
2994733056 bytes (3.0 GB, 2.8 GiB) copied, 959 s, 3.1 MB/s
2998927360 bytes (3.0 GB, 2.8 GiB) copied, 960 s, 3.1 MB/s
3003121664 bytes (3.0 GB, 2.8 GiB) copied, 960 s, 3.1 MB/s
3007315968 bytes (3.0 GB, 2.8 GiB) copied, 961 s, 3.1 MB/s
3011510272 bytes (3.0 GB, 2.8 GiB) copied, 961 s, 3.1 MB/s
3015704576 bytes (3.0 GB, 2.8 GiB) copied, 961 s, 3.1 MB/s
3019898880 bytes (3.0 GB, 2.8 GiB) copied, 962 s, 3.1 MB/s
3024093184 bytes (3.0 GB, 2.8 GiB) copied, 962 s, 3.1 MB/s
3028287488 bytes (3.0 GB, 2.8 GiB) copied, 963 s, 3.1 MB/s
3032481792 bytes (3.0 GB, 2.8 GiB) copied, 965 s, 3.1 MB/s
3036676096 bytes (3.0 GB, 2.8 GiB) copied, 968 s, 3.1 MB/s
3040870400 bytes (3.0 GB, 2.8 GiB) copied, 972 s, 3.1 MB/s
3045064704 bytes (3.0 GB, 2.8 GiB) copied, 978 s, 3.1 MB/s
3049259008 bytes (3.0 GB, 2.8 GiB) copied, 983 s, 3.1 MB/s
3053453312 bytes (3.1 GB, 2.8 GiB) copied, 989 s, 3.1 MB/s
3057647616 bytes (3.1 GB, 2.8 GiB) copied, 995 s, 3.1 MB/s
3061841920 bytes (3.1 GB, 2.9 GiB) copied, 997 s, 3.1 MB/s
3066036224 bytes (3.1 GB, 2.9 GiB) copied, 997 s, 3.1 MB/s
3070230528 bytes (3.1 GB, 2.9 GiB) copied, 997 s, 3.1 MB/s
3074424832 bytes (3.1 GB, 2.9 GiB) copied, 998 s, 3.1 MB/s
3078619136 bytes (3.1 GB, 2.9 GiB) copied, 998 s, 3.1 MB/s
3082813440 bytes (3.1 GB, 2.9 GiB) copied, 998 s, 3.1 MB/s
3087007744 bytes (3.1 GB, 2.9 GiB) copied, 998 s, 3.1 MB/s
3091202048 bytes (3.1 GB, 2.9 GiB) copied, 999 s, 3.1 MB/s
3095396352 bytes (3.1 GB, 2.9 GiB) copied, 999 s, 3.1 MB/s
3099590656 bytes (3.1 GB, 2.9 GiB) copied, 1000 s, 3.1 MB/s
3103784960 bytes (3.1 GB, 2.9 GiB) copied, 1000 s, 3.1 MB/s
3107979264 bytes (3.1 GB, 2.9 GiB) copied, 1001 s, 3.1 MB/s
3112173568 bytes (3.1 GB, 2.9 GiB) copied, 1001 s, 3.1 MB/s
3116367872 bytes (3.1 GB, 2.9 GiB) copied, 1002 s, 3.1 MB/s
3120562176 bytes (3.1 GB, 2.9 GiB) copied, 1002 s, 3.1 MB/s
3124756480 bytes (3.1 GB, 2.9 GiB) copied, 1002 s, 3.1 MB/s
3128950784 bytes (3.1 GB, 2.9 GiB) copied, 1003 s, 3.1 MB/s
3133145088 bytes (3.1 GB, 2.9 GiB) copied, 1005 s, 3.1 MB/s
3137339392 bytes (3.1 GB, 2.9 GiB) copied, 1007 s, 3.1 MB/s
3141533696 bytes (3.1 GB, 2.9 GiB) copied, 1011 s, 3.1 MB/s
3145728000 bytes (3.1 GB, 2.9 GiB) copied, 1015 s, 3.1 MB/s
3149922304 bytes (3.1 GB, 2.9 GiB) copied, 1018 s, 3.1 MB/s
3154116608 bytes (3.2 GB, 2.9 GiB) copied, 1026 s, 3.1 MB/s
3158310912 bytes (3.2 GB, 2.9 GiB) copied, 1031 s, 3.1 MB/s
3162505216 bytes (3.2 GB, 2.9 GiB) copied, 1034 s, 3.1 MB/s
3166699520 bytes (3.2 GB, 2.9 GiB) copied, 1034 s, 3.1 MB/s
3170893824 bytes (3.2 GB, 3.0 GiB) copied, 1035 s, 3.1 MB/s
3175088128 bytes (3.2 GB, 3.0 GiB) copied, 1036 s, 3.1 MB/s
3179282432 bytes (3.2 GB, 3.0 GiB) copied, 1036 s, 3.1 MB/s
3183476736 bytes (3.2 GB, 3.0 GiB) copied, 1037 s, 3.1 MB/s
3187671040 bytes (3.2 GB, 3.0 GiB) copied, 1038 s, 3.1 MB/s
3191865344 bytes (3.2 GB, 3.0 GiB) copied, 1039 s, 3.1 MB/s
3196059648 bytes (3.2 GB, 3.0 GiB) copied, 1040 s, 3.1 MB/s
3200253952 bytes (3.2 GB, 3.0 GiB) copied, 1040 s, 3.1 MB/s
3204448256 bytes (3.2 GB, 3.0 GiB) copied, 1041 s, 3.1 MB/s
3208642560 bytes (3.2 GB, 3.0 GiB) copied, 1041 s, 3.1 MB/s
3212836864 bytes (3.2 GB, 3.0 GiB) copied, 1042 s, 3.1 MB/s
3217031168 bytes (3.2 GB, 3.0 GiB) copied, 1042 s, 3.1 MB/s
3221225472 bytes (3.2 GB, 3.0 GiB) copied, 1043 s, 3.1 MB/s
3225419776 bytes (3.2 GB, 3.0 GiB) copied, 1043 s, 3.1 MB/s
3229614080 bytes (3.2 GB, 3.0 GiB) copied, 1044 s, 3.1 MB/s
3233808384 bytes (3.2 GB, 3.0 GiB) copied, 1046 s, 3.1 MB/s
3238002688 bytes (3.2 GB, 3.0 GiB) copied, 1050 s, 3.1 MB/s
3242196992 bytes (3.2 GB, 3.0 GiB) copied, 1056 s, 3.1 MB/s
3246391296 bytes (3.2 GB, 3.0 GiB) copied, 1061 s, 3.1 MB/s
3250585600 bytes (3.3 GB, 3.0 GiB) copied, 1065 s, 3.1 MB/s
3254779904 bytes (3.3 GB, 3.0 GiB) copied, 1070 s, 3.0 MB/s
3258974208 bytes (3.3 GB, 3.0 GiB) copied, 1075 s, 3.0 MB/s
3263168512 bytes (3.3 GB, 3.0 GiB) copied, 1079 s, 3.0 MB/s
3267362816 bytes (3.3 GB, 3.0 GiB) copied, 1079 s, 3.0 MB/s
3271557120 bytes (3.3 GB, 3.0 GiB) copied, 1079 s, 3.0 MB/s
3275751424 bytes (3.3 GB, 3.1 GiB) copied, 1080 s, 3.0 MB/s
3279945728 bytes (3.3 GB, 3.1 GiB) copied, 1081 s, 3.0 MB/s
3284140032 bytes (3.3 GB, 3.1 GiB) copied, 1083 s, 3.0 MB/s
3288334336 bytes (3.3 GB, 3.1 GiB) copied, 1084 s, 3.0 MB/s
3292528640 bytes (3.3 GB, 3.1 GiB) copied, 1085 s, 3.0 MB/s
3296722944 bytes (3.3 GB, 3.1 GiB) copied, 1085 s, 3.0 MB/s
3300917248 bytes (3.3 GB, 3.1 GiB) copied, 1086 s, 3.0 MB/s
3305111552 bytes (3.3 GB, 3.1 GiB) copied, 1087 s, 3.0 MB/s
3309305856 bytes (3.3 GB, 3.1 GiB) copied, 1087 s, 3.0 MB/s
3313500160 bytes (3.3 GB, 3.1 GiB) copied, 1087 s, 3.0 MB/s
3317694464 bytes (3.3 GB, 3.1 GiB) copied, 1087 s, 3.1 MB/s
3321888768 bytes (3.3 GB, 3.1 GiB) copied, 1088 s, 3.1 MB/s
3326083072 bytes (3.3 GB, 3.1 GiB) copied, 1088 s, 3.1 MB/s
3330277376 bytes (3.3 GB, 3.1 GiB) copied, 1088 s, 3.1 MB/s
3334471680 bytes (3.3 GB, 3.1 GiB) copied, 1088 s, 3.1 MB/s
3338665984 bytes (3.3 GB, 3.1 GiB) copied, 1089 s, 3.1 MB/s
3342860288 bytes (3.3 GB, 3.1 GiB) copied, 1089 s, 3.1 MB/s
3347054592 bytes (3.3 GB, 3.1 GiB) copied, 1089 s, 3.1 MB/s
3351248896 bytes (3.4 GB, 3.1 GiB) copied, 1089 s, 3.1 MB/s
3355443200 bytes (3.4 GB, 3.1 GiB) copied, 1090 s, 3.1 MB/s
3359637504 bytes (3.4 GB, 3.1 GiB) copied, 1092 s, 3.1 MB/s
3363831808 bytes (3.4 GB, 3.1 GiB) copied, 1094 s, 3.1 MB/s
3368026112 bytes (3.4 GB, 3.1 GiB) copied, 1094 s, 3.1 MB/s
3372220416 bytes (3.4 GB, 3.1 GiB) copied, 1095 s, 3.1 MB/s
3376414720 bytes (3.4 GB, 3.1 GiB) copied, 1095 s, 3.1 MB/s
3380609024 bytes (3.4 GB, 3.1 GiB) copied, 1095 s, 3.1 MB/s
3384803328 bytes (3.4 GB, 3.2 GiB) copied, 1096 s, 3.1 MB/s
3388997632 bytes (3.4 GB, 3.2 GiB) copied, 1099 s, 3.1 MB/s
3393191936 bytes (3.4 GB, 3.2 GiB) copied, 1100 s, 3.1 MB/s
3397386240 bytes (3.4 GB, 3.2 GiB) copied, 1100 s, 3.1 MB/s
3401580544 bytes (3.4 GB, 3.2 GiB) copied, 1101 s, 3.1 MB/s
3405774848 bytes (3.4 GB, 3.2 GiB) copied, 1102 s, 3.1 MB/s
3409969152 bytes (3.4 GB, 3.2 GiB) copied, 1102 s, 3.1 MB/s
3414163456 bytes (3.4 GB, 3.2 GiB) copied, 1103 s, 3.1 MB/s
